id,host_name,latitude,longitude,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,region_parent_name
20159398,Therese,53.34551,-6.34761,Private room,1,1,1,$45.00,2,100,Dublin City Council
7914345,Micheal,53.33197,-6.32468,Entire home/apt,5,2,4,$151.00,38,93,Dublin City Council
19996372,Fran,53.35261,-6.34939,Private room,2,1,1,$65.00,166,98,Dublin City Council
25482966,Karen,53.32521,-6.32215,Entire home/apt,5,3,3,$100.00,0,,Dublin City Council
27055293,Brooker,53.35016,-6.34437,Entire home/apt,6,2,2,$350.00,0,,Dublin City Council
13620699,Mary,53.3446,-6.34068,Entire home/apt,2,1,1,$50.00,3,73,Dublin City Council
25478339,Catherine,53.33801,-6.33186,Entire home/apt,3,2,2,$90.00,6,93,Dublin City Council
23116032,Susan,53.34664,-6.34622,Private room,3,2,2,$75.00,55,97,Dublin City Council
13759419,Sammy,53.33404,-6.33045,Entire home/apt,6,3,3,$200.00,38,97,Dublin City Council
5373926,Margaret,53.33224,-6.32507,Entire home/apt,5,3,3,$100.00,0,,Dublin City Council
39553940,Beatriz,53.34023,-6.36428,Private room,2,1,1,$30.00,1,60,Dublin City Council
17427277,Angelika,53.33616,-6.32879,Private room,5,3,3,$110.00,12,100,Dublin City Council
165828,Grainne,53.33744,-6.32363,Entire home/apt,5,1,3,$100.00,44,90,Dublin City Council
3009793,Grainne,53.33761,-6.32431,Entire home/apt,2,,1,$70.00,20,93,Dublin City Council
3581384,Christina,53.32697,-6.31395,Entire home/apt,6,3,4,$120.00,20,96,Dublin City Council
17044705,Matt,53.34367,-6.24836,Private room,1,,1,$79.00,2,,Dublin City Council
37968060,Sonder (Dublin),53.34454,-6.23394,Entire home/apt,4,2,2,$157.00,4,100,Dublin City Council
40103275,Marina,53.32998,-6.26781,Entire home/apt,4,2,3,$142.00,16,99,Dublin City Council
23774816,Debbie,53.34626,-6.34372,Private room,2,1,1,$60.00,80,96,Dublin City Council
47468895,Inga,53.33193,-6.37843,Private room,2,1,1,$66.00,0,,Dublin City Council
42934298,Tushita,53.34331,-6.23349,Entire home/apt,4,2,2,$350.00,0,,Dublin City Council
37684921,Jason,53.33072,-6.31305,Private room,2,1,1,$65.00,14,91,Dublin City Council
45796614,Griffith Halls Of Residence,53.33217,-6.26961,Entire home/apt,2,1,2,$99.00,2,100,Dublin City Council
17901826,Jack,53.34427,-6.26615,Entire home/apt,5,2,0,$338.00,176,99,Dublin City Council
22171449,Sandra,53.33834,-6.24375,Private room,2,1,1,$75.00,14,88,Dublin City Council
19925329,Kevin,53.33598,-6.25588,Entire home/apt,15,6,7,"$1,026.00",88,99,Dublin City Council
19323781,Ronan,53.33796,-6.32354,Private room,7,1,1,$77.00,25,94,Dublin City Council
21935789,Grand Canal,53.34634,-6.23928,Entire home/apt,2,1,1,$80.00,6,100,Dublin City Council
1706795,Derek,53.33474,-6.25573,Private room,1,1,1,$51.00,0,,Dublin City Council
24223651,Ana Mihaela,53.34749,-6.25655,Entire home/apt,4,1,2,$104.00,0,,Dublin City Council
7192835,Evan,53.33592,-6.2668,Private room,2,1,1,$246.00,8,95,Dublin City Council
12190222,Niall&Grace,53.33979,-6.22329,Entire home/apt,4,2,2,$97.00,117,93,Dublin City Council
45429806,Johnny,53.34047,-6.26488,Entire home/apt,6,2,5,$157.00,0,,Dublin City Council
46140429,Elo,53.34444,-6.22986,Entire home/apt,6,3,3,$186.00,0,,Dublin City Council
46602309,Mark,53.34216,-6.24624,Entire home/apt,4,2,2,$115.00,0,,Dublin City Council
32827755,David,53.3459,-6.2513,Entire home/apt,2,1,1,$129.00,42,96,Dublin City Council
46827122,Marko,53.33568,-6.24577,Entire home/apt,3,2,2,$115.00,0,,Dublin City Council
45905621,Karen,53.3358,-6.2664,Private room,2,1,1,$79.00,0,,Dublin City Council
37959350,Rachel,53.33281,-6.26868,Entire home/apt,6,3,4,$292.00,6,90,Dublin City Council
20699517,Ann,53.34172,-6.26339,Entire home/apt,10,3,5,$529.00,37,88,Dublin City Council
37984315,Owen,53.3338,-6.26379,Hotel room,2,1,1,$92.00,2,100,Dublin City Council
36586845,Clarendon,53.34132,-6.26265,Hotel room,2,1,1,$107.00,29,92,Dublin City Council
20776399,Brian,53.34182,-6.24241,Entire home/apt,10,3,6,$229.00,23,83,Dublin City Council
42710739,Apache 2,53.34384,-6.26555,Private room,2,1,1,$40.00,7,80,Dublin City Council
27417706,Beverley,53.34051,-6.23257,Entire home/apt,6,3,3,$120.00,7,90,Dublin City Council
24194754,Phil,53.34458,-6.26835,Entire home/apt,4,2,2,$160.00,146,89,Dublin City Council
47390005,Apache Hostel Temple Bar,53.34384,-6.26361,Private room,2,1,0,$31.00,5,72,Dublin City Council
27419661,Glen,53.34312,-6.23773,Private room,2,1,1,$90.00,32,95,Dublin City Council
34931021,Drury,53.34065,-6.26346,Private room,1,1,1,$65.00,12,97,Dublin City Council
23107964,Moises,53.34153,-6.27201,Private room,2,1,1,$62.00,15,99,Dublin City Council
32013275,Nicole,53.34112,-6.26698,Entire home/apt,4,1,2,$140.00,81,86,Dublin City Council
12706821,Mic,53.34392,-6.26309,Private room,2,1,2,$77.00,151,92,Dublin City Council
28637018,Grace,53.34416,-6.26796,Entire home/apt,4,2,2,$230.00,24,98,Dublin City Council
30316922,Leon,53.33545,-6.24873,Private room,2,1,1,$50.00,39,95,Dublin City Council
31187887,P.Mark,53.3373,-6.2534,Private room,2,1,1,$77.00,2,80,Dublin City Council
36940602,Kay,53.34366,-6.26921,Entire home/apt,4,2,3,$182.00,20,96,Dublin City Council
33093413,Alexis,53.34069,-6.23126,Entire home/apt,6,2,2,$120.00,2,,Dublin City Council
33340108,Temple Bar,53.34443,-6.2632,Entire home/apt,4,1,2,$62.00,36,97,Dublin City Council
41152926,Temple Bar,53.34595,-6.26347,Entire home/apt,2,1,2,$62.00,6,83,Dublin City Council
43923926,Niall And Gavin,53.34606,-6.26287,Entire home/apt,4,1,2,$130.00,3,100,Dublin City Council
24203388,Gemma,53.34113,-6.23201,Entire home/apt,5,3,3,$140.00,74,94,Dublin City Council
22975751,Katie,53.33119,-6.26095,Private room,2,1,1,$30.00,2,100,Dublin City Council
31581573,Gonzague,53.33915,-6.26963,Entire home/apt,4,1,2,$65.00,56,94,Dublin City Council
14541302,Akemi,53.33215,-6.25401,Private room,4,2,2,$70.00,5,100,Dublin City Council
17401645,Cfs,53.34438,-6.24319,Entire home/apt,4,2,2,$350.00,1,,Dublin City Council
45905836,Karen,53.33452,-6.26562,Private room,2,1,1,$79.00,0,,Dublin City Council
11278756,Susan,53.33732,-6.26855,Private room,2,2,1,$115.00,298,100,Dublin City Council
16278330,Agathe,53.34126,-6.27181,Entire home/apt,2,1,1,$115.00,2,100,Dublin City Council
21615324,Eilis,53.33851,-6.27174,Private room,2,1,1,$69.00,10,96,Dublin City Council
29337266,Domhnall,53.34314,-6.21741,Private room,2,1,0,$50.00,58,89,Dublin City Council
37936710,Sonder (Dublin),53.34398,-6.23442,Entire home/apt,4,2,2,$215.00,2,100,Dublin City Council
19028229,John,53.33433,-6.27219,Entire home/apt,2,1,1,$290.00,4,100,Dublin City Council
17512351,Bernardo,53.33284,-6.26424,Private room,3,1,2,$124.00,0,,Dublin City Council
24435847,Caroline,53.33904,-6.24435,Entire home/apt,4,2,2,$124.00,3,93,Dublin City Council
38341798,Aine,53.33247,-6.27521,Entire home/apt,3,2,2,$85.00,2,100,Dublin City Council
35438290,David Eduardo,53.34605,-6.26431,Private room,2,1,1,$67.00,16,96,Dublin City Council
8625574,Dave,53.33792,-6.25364,Entire home/apt,6,2,3,$236.00,94,90,Dublin City Council
24503354,Jova,53.34655,-6.2509,Entire home/apt,2,1,1,$107.00,13,98,Dublin City Council
12123905,Nuri,53.33569,-6.2499,Entire home/apt,6,2,4,$307.00,73,91,Dublin City Council
37655567,Doron,53.34493,-6.23499,Entire home/apt,2,1,1,$70.00,8,98,Dublin City Council
21783902,Roie & Neta,53.33998,-6.23605,Entire home/apt,2,1,1,$82.00,3,100,Dublin City Council
40003891,Carlotta,53.34097,-6.23706,Private room,2,1,1,$39.00,4,95,Dublin City Council
45729487,Naomi,53.34364,-6.24422,Entire home/apt,2,1,1,$81.00,1,100,Dublin City Council
40715109,Daniela,53.34403,-6.22789,Private room,4,1,1,$65.00,1,80,Dublin City Council
15917752,Marie,53.3363,-6.25755,Entire home/apt,3,1,2,$121.00,115,96,Dublin City Council
30706024,Daniel,53.33349,-6.26959,Entire home/apt,6,3,3,$125.00,40,97,Dublin City Council
39461907,Sinem,53.3432,-6.23058,Entire home/apt,3,1,2,$138.00,6,93,Dublin City Council
46672852,Sag,53.34396,-6.23868,Entire home/apt,4,2,2,$81.00,0,,Dublin City Council
4630976,Simon,53.33596,-6.25704,Entire home/apt,11,3,3,$786.00,87,97,Dublin City Council
40532485,Navneet,53.3383,-6.2418,Private room,2,1,2,$45.00,3,40,Dublin City Council
28682217,Sweet Inn,53.33928,-6.23656,Entire home/apt,2,1,1,$119.00,6,80,Dublin City Council
25234420,Sweet Inn,53.34,-6.23648,Entire home/apt,4,1,2,$116.00,15,96,Dublin City Council
16257473,Niamh,53.33852,-6.23431,Entire home/apt,4,2,0,$210.00,29,97,Dublin City Council
15694673,John,53.34465,-6.2383,Entire home/apt,4,1,2,$110.00,56,98,Dublin City Council
9293644,Conor,53.3466,-6.24812,Entire home/apt,2,1,1,$169.00,40,97,Dublin City Council
27688082,John,53.34245,-6.23783,Entire home/apt,5,2,5,$228.00,31,94,Dublin City Council
29701776,Sweet Inn,53.33999,-6.23455,Entire home/apt,6,3,3,$287.00,17,87,Dublin City Council
38348570,Gregory,53.33904,-6.23761,Entire home/apt,4,2,2,$98.00,23,93,Dublin City Council
5887717,Joe,53.34544,-6.25148,Entire home/apt,4,1,2,$79.00,267,89,Dublin City Council
5604332,Manuel,53.33915,-6.23784,Private room,2,1,1,$100.00,0,,Dublin City Council
20349531,Ronan,53.3336,-6.27091,Entire home/apt,5,2,3,$139.00,144,99,Dublin City Council
22348374,Ava,53.33461,-6.26625,Entire home/apt,10,4,6,$429.00,81,94,Dublin City Council
35998265,Ron,53.34472,-6.25148,Entire home/apt,2,1,1,$100.00,3,100,Dublin City Council
34527049,Riona,53.34015,-6.25493,Entire home/apt,4,2,3,$240.00,15,97,Dublin City Council
34838791,Mark,53.33266,-6.2711,Entire home/apt,4,1,2,$102.00,126,98,Dublin City Council
29847322,Rosemary,53.33182,-6.26989,Entire home/apt,6,3,4,$300.00,21,100,Dublin City Council
11922629,Philippe,53.3429,-6.23665,Private room,2,1,1,$79.00,0,,Dublin City Council
11989170,Ian,53.34181,-6.24371,Entire home/apt,4,2,2,$282.00,28,96,Dublin City Council
45116444,Cfs,53.34424,-6.2444,Entire home/apt,4,2,3,$150.00,0,,Dublin City Council
36589636,Clarendon,53.34131,-6.26145,Hotel room,2,1,1,$82.00,28,96,Dublin City Council
27559327,Townhouse,53.33481,-6.24828,Private room,2,1,1,$85.00,2,100,Dublin City Council
38695108,Ashfield Hostel,53.34677,-6.25631,Hotel room,2,1,2,$120.00,2,100,Dublin City Council
6269367,Jess,53.34221,-6.2639,Entire home/apt,2,1,1,$100.00,2,90,Dublin City Council
45430929,Sharon,53.34309,-6.2625,Private room,2,1,1,$58.00,0,,Dublin City Council
6494825,Nicola,53.34253,-6.26458,Entire home/apt,5,1,4,$120.00,399,98,Dublin City Council
11008133,Enda,53.34183,-6.24997,Entire home/apt,5,2,2,$158.00,151,96,Dublin City Council
36562570,Dublin Citi Hotel,53.34433,-6.26361,Hotel room,2,1,1,$95.00,74,86,Dublin City Council
13406887,Tommy,53.3441,-6.26902,Entire home/apt,2,1,1,$32.00,1,,Dublin City Council
30876684,Michael,53.3451,-6.26507,Entire home/apt,4,2,2,$350.00,1,,Dublin City Council
3634410,Cathy,53.33757,-6.23803,Entire home/apt,4,2,2,$160.00,53,90,Dublin City Council
46849666,Marko,53.33893,-6.26629,Entire home/apt,3,2,2,$104.00,0,,Dublin City Council
43184996,Marko,53.339,-6.26614,Entire home/apt,3,2,2,$100.00,4,100,Dublin City Council
4804987,"PREMIER SUITES PLUS, Dublin Ballsbr",53.33356,-6.24858,Entire home/apt,2,1,1,$130.00,25,91,Dublin City Council
35539685,Liange,53.33886,-6.27191,Entire home/apt,2,1,1,$120.00,2,100,Dublin City Council
24838592,Catriona,53.33939,-6.22347,Entire home/apt,6,3,3,$300.00,28,93,Dublin City Council
35180910,Sabrina,53.34109,-6.27171,Private room,1,1,0,$110.00,8,100,Dublin City Council
34642246,Ellie,53.34386,-6.229,Private room,2,1,1,$60.00,4,87,Dublin City Council
14838168,Patrick,53.34558,-6.268,Private room,2,1,1,$30.00,62,88,Dublin City Council
32489761,Caroline,53.34458,-6.24272,Entire home/apt,4,1,2,$200.00,3,100,Dublin City Council
25418112,Borna,53.34361,-6.27161,Private room,2,1,1,$60.00,3,93,Dublin City Council
13949040,Johnny,53.34424,-6.26544,Entire home/apt,4,1,2,$111.00,62,93,Dublin City Council
26835154,Luis,53.34227,-6.24756,Entire home/apt,6,2,3,$145.00,4,80,Dublin City Council
30661015,Genco,53.34475,-6.23881,Private room,2,1,1,$60.00,0,,Dublin City Council
6922683,Kate And Mark,53.34138,-6.22585,Entire home/apt,4,2,2,$500.00,4,90,Dublin City Council
20588264,Tanya,53.34051,-6.23671,Private room,2,1,1,$60.00,3,60,Dublin City Council
19399148,Hoël,53.33135,-6.26202,Private room,2,1,1,$120.00,2,100,Dublin City Council
14119109,Alberto,53.33843,-6.26564,Entire home/apt,4,2,2,$130.00,4,95,Dublin City Council
15802087,Lauren,53.33819,-6.25013,Entire home/apt,3,1,2,$150.00,2,100,Dublin City Council
16309834,Mariana,53.34279,-6.25099,Entire home/apt,2,1,1,$150.00,2,80,Dublin City Council
19805595,Evans,53.3433,-6.23954,Private room,2,1,1,$65.00,15,91,Dublin City Council
16017066,Michelle,53.34653,-6.2536,Entire home/apt,4,1,2,$150.00,26,93,Dublin City Council
17554146,Alan & Máire,53.33306,-6.26536,Entire home/apt,4,2,2,$250.00,0,,Dublin City Council
17506865,New,53.34418,-6.23454,Entire home/apt,7,3,3,$950.00,0,,Dublin City Council
8404040,Felipe,53.34279,-6.2711,Private room,2,1,1,$83.00,1,100,Dublin City Council
13487856,Serena,53.34624,-6.25519,Entire home/apt,4,2,2,$160.00,0,,Dublin City Council
7554718,Hermy,53.33765,-6.24397,Private room,1,1,1,$43.00,1,100,Dublin City Council
23387578,Jan,53.34385,-6.26852,Private room,2,1,1,$80.00,51,97,Dublin City Council
10112847,Karima,53.34283,-6.23369,Private room,2,1,1,$92.00,0,,Dublin City Council
8308211,Jean,53.33974,-6.23628,Entire home/apt,2,1,1,$136.00,3,100,Dublin City Council
11119407,Katie,53.34442,-6.23962,Entire home/apt,2,1,1,$89.00,4,100,Dublin City Council
26514039,Prerna,53.34452,-6.23991,Private room,2,1,1,$75.00,5,96,Dublin City Council
23648360,Tonye,53.33679,-6.24316,Entire home/apt,4,2,2,$425.00,1,,Dublin City Council
22696576,Tanya,53.33974,-6.23595,Private room,2,1,1,$40.00,0,,Dublin City Council
12046928,Maximilian,53.33365,-6.26222,Private room,1,1,1,$60.00,5,100,Dublin City Council
18044248,Pauline,53.34088,-6.24546,Private room,2,1,1,$75.00,15,99,Dublin City Council
9035938,Daniel,53.34384,-6.24047,Private room,2,1,1,$50.00,0,,Dublin City Council
21558196,Emanuele,53.33498,-6.24645,Private room,2,1,1,$109.00,9,100,Dublin City Council
16842803,Mona,53.34078,-6.27154,Private room,1,2,1,$60.00,0,,Dublin City Council
11201562,Jess,53.34342,-6.23399,Private room,2,1,1,$64.00,52,98,Dublin City Council
10908028,Alice,53.34397,-6.24288,Entire home/apt,4,1,2,$180.00,7,91,Dublin City Council
11138404,Louis,53.34426,-6.22916,Private room,2,1,1,$60.00,2,80,Dublin City Council
8748836,Lex,53.33558,-6.26708,Private room,2,1,1,$203.00,3,93,Dublin City Council
10780210,Luke,53.33364,-6.25634,Private room,2,1,1,$100.00,0,,Dublin City Council
5314113,Rercy,53.3393,-6.23924,Entire home/apt,7,3,4,$359.00,13,100,Dublin City Council
34282061,Antoine,53.33287,-6.26998,Private room,2,1,1,$60.00,0,,Dublin City Council
20007931,Frank,53.34356,-6.23949,Private room,2,1,1,$65.00,11,89,Dublin City Council
36833204,Virginia,53.33962,-6.23596,Entire home/apt,4,2,2,$125.00,15,96,Dublin City Council
21305804,Luca,53.33879,-6.26303,Entire home/apt,4,2,2,$150.00,0,,Dublin City Council
2607040,Lisa,53.33341,-6.27499,Entire home/apt,2,1,1,$106.00,46,94,Dublin City Council
27167045,Giulia,53.34163,-6.23534,Private room,1,1,1,$72.00,1,100,Dublin City Council
2436401,Brian,53.3436,-6.26877,Private room,2,1,1,$60.00,192,90,Dublin City Council
34624517,Noran,53.34429,-6.2352,Private room,2,1,1,$70.00,5,100,Dublin City Council
34703556,Nurdeniz,53.34048,-6.22814,Entire home/apt,2,1,1,$61.00,11,98,Dublin City Council
32990233,Federico,53.3373,-6.23778,Private room,1,1,1,$50.00,9,96,Dublin City Council
41833872,Dario,53.34735,-6.27937,Private room,2,1,,$140.00,0,,Dublin City Council
35090499,Lisa,53.33797,-6.26455,Entire home/apt,3,1,2,$160.00,2,90,Dublin City Council
12142737,Joe & Sean-,53.3473,-6.27833,Entire home/apt,6,2,4,$218.00,97,93,Dublin City Council
28835778,Sharon,53.34121,-6.24546,Entire home/apt,2,1,1,$85.00,18,98,Dublin City Council
35592985,Dee,53.33478,-6.26592,Entire home/apt,8,4,4,$400.00,1,100,Dublin City Council
14627079,Tee,53.33479,-6.26962,Entire home/apt,2,1,1,$250.00,4,100,Dublin City Council
40878544,Daniela,53.34475,-6.22697,Private room,2,1,1,$75.00,1,100,Dublin City Council
42398313,Dale,53.34292,-6.2365,Private room,2,1,1,$85.00,0,,Dublin City Council
17137292,Kate,53.34019,-6.22701,Private room,2,1,1,$80.00,41,100,Dublin City Council
14248501,Kevin,53.34631,-6.26618,Entire home/apt,4,2,2,$150.00,245,94,Dublin City Council
27123432,Hazel,53.34691,-6.25994,Entire home/apt,2,1,1,$90.00,9,91,Dublin City Council
28000231,Victor,53.34647,-6.26266,Entire home/apt,3,1,1,$42.00,29,93,Dublin City Council
47845057,Rumao,53.34647,-6.26337,Entire home/apt,2,1,1,$51.00,0,,Dublin City Council
46442345,Temple Bar,53.34631,-6.26464,Entire home/apt,4,2,2,$68.00,0,,Dublin City Council
14006048,Aoife,53.3361,-6.26996,Private room,2,1,1,$49.00,2,100,Dublin City Council
27352359,Sandra,53.33817,-6.25083,Private room,2,1,1,$88.00,10,88,Dublin City Council
13474729,Linda,53.34285,-6.2712,Entire home/apt,2,1,1,$99.00,6,97,Dublin City Council
16017372,Steve,53.33574,-6.23698,Private room,2,1,1,$69.00,2,90,Dublin City Council
38717053,Sacha,53.3498,-6.26863,Private room,2,1,1,$65.00,0,,Dublin City Council
22628231,Paolo,53.34214,-6.23954,Entire home/apt,2,1,1,$95.00,5,85,Dublin City Council
45664871,Jordi,53.34741,-6.27805,Entire home/apt,2,1,1,$70.00,0,,Dublin City Council
26181828,Stephanie,53.33926,-6.23327,Private room,2,,1,$40.00,22,92,Dublin City Council
17699228,John,53.34985,-6.28512,Entire home/apt,2,1,1,$119.00,9,94,Dublin City Council
15814444,Lara,53.3319,-6.26863,Entire home/apt,4,2,2,$150.00,11,98,Dublin City Council
11448467,Everina,53.33436,-6.26702,Entire home/apt,4,2,3,$220.00,210,96,Dublin City Council
13811690,Jordane,53.34244,-6.24145,Private room,2,1,1,$80.00,1,100,Dublin City Council
22369596,Tom,53.33572,-6.26539,Entire home/apt,10,4,6,$429.00,52,95,Dublin City Council
43673842,Massimiliano,53.35377,-6.23127,Private room,2,1,1,$50.00,0,,Dublin City Council
46173216,Carol,53.36094,-6.24629,Private room,4,1,4,$34.00,0,,Dublin City Council
37015170,Temple Bar,53.34432,-6.26337,Entire home/apt,5,2,3,$65.00,42,94,Dublin City Council
41615440,Zoltan,53.34432,-6.24026,Private room,2,1,1,$49.00,17,82,Dublin City Council
40585128,Generator,53.34734,-6.27728,Private room,2,1,1,$75.00,8,100,Dublin City Council
34552881,Generator,53.34737,-6.27877,Hotel room,1,1,1,$27.00,50,89,Dublin City Council
41614916,Kieran,53.35303,-6.29367,Entire home/apt,4,2,2,$150.00,4,100,Dublin City Council
40270230,Conor,53.33947,-6.23369,Private room,1,1,1,$69.00,5,80,Dublin City Council
27906432,Asta,53.35205,-6.29697,Entire home/apt,4,1,1,$82.00,72,85,Dublin City Council
44151982,Dafna,53.35803,-6.25858,Entire home/apt,4,1,3,$48.00,1,100,Dublin City Council
20062216,Misha,53.35073,-6.26803,Shared room,1,1,1,$12.00,1,80,Dublin City Council
44795509,John,53.35101,-6.24507,Private room,2,1,2,$36.00,5,88,Dublin City Council
23707940,Mickaël,53.35759,-6.23484,Entire home/apt,4,1,1,$80.00,1,80,Dublin City Council
44555433,Collette,53.35062,-6.24352,Entire home/apt,2,1,1,$139.00,1,100,Dublin City Council
46389254,Beckett,53.34896,-6.23058,Entire home/apt,2,1,2,$210.00,0,,Dublin City Council
26745549,Micol,53.34893,-6.26998,Entire home/apt,4,2,1,$120.00,3,73,Dublin City Council
21988402,Niko,53.35743,-6.23297,Private room,2,1,1,$45.00,17,100,Dublin City Council
44473607,Alan,53.35667,-6.25103,Entire home/apt,2,2,2,$125.00,1,100,Dublin City Council
14942003,Aoife,53.3629,-6.24991,Entire home/apt,2,1,1,$150.00,6,96,Dublin City Council
42574507,Joel,53.35095,-6.23579,Private room,4,2,2,$78.00,0,,Dublin City Council
30557062,Especial,53.34826,-6.23107,Entire home/apt,4,2,2,$184.00,1,100,Dublin City Council
23135908,Peter,53.34884,-6.2291,Entire home/apt,4,2,2,$78.00,119,92,Dublin City Council
42889156,Tushita,53.34833,-6.23136,Entire home/apt,4,2,2,$350.00,0,,Dublin City Council
24881213,Paul,53.35962,-6.27894,Private room,2,1,1,$70.00,6,80,Dublin City Council
46397913,Mark,53.36353,-6.25668,Entire home/apt,6,2,3,$89.00,1,20,Dublin City Council
31533727,Elena,53.35239,-6.26091,Private room,2,1,1,$299.00,0,,Dublin City Council
9045260,Gerald,53.35062,-6.23945,Entire home/apt,2,2,2,$200.00,24,91,Dublin City Council
34641213,Vanessa,53.35987,-6.25648,Private room,2,1,1,$75.00,15,96,Dublin City Council
20476881,Jamie,53.35247,-6.2432,Private room,3,1,3,$41.00,186,94,Dublin City Council
16082950,Paul,53.35316,-6.26075,Entire home/apt,4,2,2,$120.00,244,84,Dublin City Council
42757399,Edel,53.35565,-6.24011,Private room,2,1,1,$29.00,7,94,Dublin City Council
42201609,Niamh,53.36142,-6.2538,Private room,2,1,1,$80.00,0,,Dublin City Council
5026617,Joan,53.34929,-6.2565,Entire home/apt,2,1,1,$110.00,12,96,Dublin City Council
42265016,Maninder,53.34919,-6.24561,Entire home/apt,4,2,2,$500.00,6,100,Dublin City Council
46462256,Elodie,53.35274,-6.26118,Entire home/apt,2,1,,$79.00,3,93,Dublin City Council
38666029,Ferenc,53.35813,-6.23911,Private room,2,1,1,$48.00,36,96,Dublin City Council
7089384,Trevor,53.35676,-6.26109,Private room,2,1,1,$40.00,7,94,Dublin City Council
15156567,Eamonn,53.3542,-6.24803,Entire home/apt,4,2,2,$76.00,181,91,Dublin City Council
22016848,Fabiula,53.34966,-6.24805,Private room,1,1,1,$66.00,35,95,Dublin City Council
19691279,Aidan,53.34728,-6.26243,Entire home/apt,2,1,1,$146.00,89,97,Dublin City Council
21524689,David,53.34675,-6.26157,Entire home/apt,2,1,1,$124.00,59,83,Dublin City Council
30461330,Gardiner,53.35828,-6.25871,Hotel room,1,1,1,$32.00,5,92,Dublin City Council
44285806,Neisha,53.34926,-6.27517,Entire home/apt,2,1,1,$164.00,0,,Dublin City Council
47229732,Annie,53.35181,-6.24846,Private room,1,1,1,$19.00,0,,Dublin City Council
22305858,Amy,53.3553,-6.26523,Entire home/apt,5,2,3,$224.00,19,97,Dublin City Council
17383524,Martina,53.34624,-6.2665,Entire home/apt,4,1,2,$64.00,138,90,Dublin City Council
44319960,Emerson,53.34753,-6.26915,Shared room,1,1,4,$15.00,9,93,Dublin City Council
20670667,Ferenc,53.35817,-6.2402,Private room,2,1,1,$48.00,151,96,Dublin City Council
12142926,Joe & Sean-,53.34652,-6.27934,Entire home/apt,7,2,5,$225.00,156,92,Dublin City Council
14208220,Mathieu,53.35081,-6.23827,Entire home/apt,2,1,1,$80.00,2,70,Dublin City Council
36262935,Air Agents Students,53.35697,-6.26185,Hotel room,1,,1,$70.00,17,93,Dublin City Council
30462260,Gardiner,53.3584,-6.25872,Hotel room,1,1,1,$313.00,347,91,Dublin City Council
28049280,Peter,53.35604,-6.27822,Private room,2,1,1,$60.00,55,99,Dublin City Council
45339862,Abbie,53.34821,-6.26243,Private room,2,1,1,$57.00,2,100,Dublin City Council
8196103,Colman,53.3463,-6.26701,Entire home/apt,5,2,0,$182.00,191,95,Dublin City Council
19736608,Asta,53.35232,-6.29742,Entire home/apt,5,2,4,$99.00,148,92,Dublin City Council
13731026,Chris,53.34923,-6.24288,Private room,2,1,1,$70.00,1,100,Dublin City Council
42164878,Castle Hotel,53.35534,-6.26386,Private room,1,1,1,$200.00,0,,Dublin City Council
14813014,Nicola,53.35282,-6.28728,Entire home/apt,4,3,3,$86.00,4,100,Dublin City Council
36901059,Generator,53.34842,-6.27693,Hotel room,1,1,1,$26.00,55,83,Dublin City Council
45118248,Micheál,53.35056,-6.26136,Entire home/apt,5,3,3,$88.00,2,90,Dublin City Council
17541932,Barbra,53.36515,-6.25491,Entire home/apt,2,1,1,$127.00,7,91,Dublin City Council
30711439,Angélica,53.35131,-6.2344,Private room,2,1,1,$50.00,0,,Dublin City Council
7946909,Mary,53.35051,-6.28668,Entire home/apt,2,1,1,$100.00,2,100,Dublin City Council
18583477,Conor,53.34879,-6.27882,Entire home/apt,4,1,0,$130.00,169,98,Dublin City Council
26116457,Víctor,53.34665,-6.26304,Entire home/apt,3,1,1,$109.00,192,91,Dublin City Council
28561054,Una,53.35323,-6.26578,Private room,1,1,1,$45.00,3,100,Dublin City Council
28490727,Sebastian,53.35758,-6.25801,Shared room,1,1,1,$59.00,0,,Dublin City Council
18590148,Ricardo,53.34946,-6.27833,Private room,2,1,1,$75.00,4,80,Dublin City Council
19823237,Ciara,53.3506,-6.28163,Entire home/apt,2,1,1,$199.00,0,,Dublin City Council
38892984,Richard,53.34719,-6.2805,Entire home/apt,4,2,2,$90.00,3,80,Dublin City Council
40122817,Mike,53.35222,-6.28901,Entire home/apt,2,1,1,$96.00,6,100,Dublin City Council
12732876,Juan Pablo,53.34623,-6.27565,Entire home/apt,2,1,1,$123.00,27,96,Dublin City Council
18943049,Jose,53.35231,-6.24294,Private room,2,1,1,$77.00,102,98,Dublin City Council
18501689,Stacey,53.3494,-6.22958,Private room,2,1,1,$40.00,0,,Dublin City Council
36647879,Barry,53.34709,-6.26809,Private room,4,2,2,$163.00,34,95,Dublin City Council
18541533,Faolan,53.34754,-6.26244,Entire home/apt,4,1,2,$61.00,18,93,Dublin City Council
23663619,Herbert,53.35388,-6.26056,Entire home/apt,2,1,1,$170.00,64,100,Dublin City Council
30545293,Especial,53.34892,-6.2452,Entire home/apt,2,1,1,$160.00,0,,Dublin City Council
36650309,Barry,53.3468,-6.26881,Private room,2,1,1,$128.00,33,98,Dublin City Council
19291945,Meg,53.34928,-6.28208,Private room,2,1,1,$55.00,2,100,Dublin City Council
35439735,Barry,53.34671,-6.26294,Hotel room,8,3,4,$249.00,4,95,Dublin City Council
