id,host_name,latitude,longitude,room_type,accommodates,bedrooms,beds,price,number_of_reviews,review_scores_rating,region_parent_name
20419829,Seamus And Marilyn,53.30329,-6.24714,Entire home/apt,2,1,1,$65.00,248,99,Dun Laoghaire-rathdown County Council
33637890,Paul,53.28872,-6.26358,Private room,2,1,1,$65.00,5,100,Dun Laoghaire-rathdown County Council
11640194,Gillian,51.83147,-8.01704,Private room,2,1,1,$44.00,80,99,Cork County Council
30959513,Bartholomew,51.8704,-8.01168,Private room,2,1,1,$58.00,48,99,Cork County Council
17050834,Colleen,51.80594,-8.19228,Private room,8,1,4,$63.00,9,93,Cork County Council
41544997,Gerry,51.8564,-8.03238,Entire home/apt,7,4,0,$142.00,0,,Cork County Council
22168959,Anthony,53.01308,-9.38306,Hotel room,2,1,1,$117.00,17,100,Clare County Council
35841111,Denis,51.93211,-7.91193,Entire home/apt,2,1,1,$40.00,32,97,Cork County Council
17634394,Michael,51.84988,-8.14281,Entire home/apt,4,2,3,$100.00,281,92,Cork County Council
39644996,Collastique,51.91615,-8.16813,Private room,1,1,1,$50.00,0,,Cork County Council
9475111,Ingrid,53.27757,-6.22591,Private room,2,1,1,$40.00,36,98,Dun Laoghaire-rathdown County Council
33248458,Danny,53.28395,-6.20864,Entire home/apt,4,2,2,$111.00,5,100,Dun Laoghaire-rathdown County Council
5056234,Ronan,53.30932,-6.23316,Entire home/apt,8,4,4,$333.00,77,93,Dun Laoghaire-rathdown County Council
22509375,Anthony,53.01326,-9.38314,Hotel room,3,1,2,$135.00,15,99,Clare County Council
22184577,Carmel,53.03255,-9.33337,Hotel room,4,1,3,$90.00,6,100,Clare County Council
11501464,Steve,53.02373,-9.35314,Private room,4,1,3,$125.00,20,100,Clare County Council
17377856,Edel,52.92739,-9.34546,Private room,2,1,1,$65.00,0,,Clare County Council
19153113,Adrian,52.98798,-9.18892,Private room,2,1,1,$55.00,24,99,Clare County Council
18869406,Patrick,53.29116,-6.20234,Private room,1,1,1,$49.00,3,87,Dun Laoghaire-rathdown County Council
19871976,Patrick,53.29132,-6.20053,Private room,2,1,2,$66.00,13,92,Dun Laoghaire-rathdown County Council
21088722,Barbara,53.31073,-6.23725,Private room,1,1,1,$60.00,3,100,Dun Laoghaire-rathdown County Council
31988598,Sean,53.29567,-6.20451,Entire home/apt,4,2,2,$100.00,2,70,Dun Laoghaire-rathdown County Council
43742074,Sinéad,51.58962,-9.01968,Entire home/apt,12,5,8,$300.00,2,100,Cork County Council
32776928,Eleanor,52.93497,-9.31948,Private room,2,1,1,$60.00,22,100,Clare County Council
39748616,Sharans,53.28655,-6.22266,Private room,2,,1,$45.00,2,80,Dun Laoghaire-rathdown County Council
44054250,Steven,52.9334,-9.33615,Entire home/apt,6,3,4,$183.00,5,88,Clare County Council
3696394,John,53.11388,-9.28803,Entire home/apt,2,1,0,$57.00,703,98,Clare County Council
39483660,Mo,53.27826,-6.19795,Private room,1,1,1,$50.00,1,100,Dun Laoghaire-rathdown County Council
24061501,Martin & Claire,51.5865,-8.87165,Entire home/apt,7,3,5,$157.00,54,100,Cork County Council
24034381,Donal,53.01711,-9.37435,Entire home/apt,5,3,4,$264.00,50,93,Clare County Council
19633422,Siobhán,51.78572,-9.06697,Private room,2,1,1,$69.00,20,100,Cork County Council
24074530,Joan,51.59029,-8.86748,Private room,2,1,1,$60.00,36,97,Cork County Council
38812102,Trevor,53.29328,-6.21957,Entire home/apt,6,4,4,$130.00,0,,Dun Laoghaire-rathdown County Council
24928932,Victor Kuss,53.26393,-6.13542,Private room,1,1,1,$40.00,15,97,Dun Laoghaire-rathdown County Council
14648995,Sarah,52.92174,-9.34732,Private room,3,1,2,$80.00,32,97,Clare County Council
33519408,Martin,53.03433,-9.35908,Entire home/apt,4,1,2,$120.00,1,100,Clare County Council
16735442,Catherine,51.67654,-8.93678,Private room,1,1,1,$40.00,0,,Cork County Council
24529785,Oliver,51.80547,-8.89985,Shared room,4,1,4,$20.00,24,98,Cork County Council
34504886,The Burren Court Team,53.05834,-9.19549,Entire home/apt,16,17,25,"$1,714.00",0,,Clare County Council
32583018,Freya,51.74897,-9.14346,Entire home/apt,6,2,4,$135.00,8,98,Cork County Council
16697344,Sé,53.2396,-6.11234,Entire home/apt,7,4,6,$130.00,3,93,Dun Laoghaire-rathdown County Council
24592093,Sofia,53.25895,-6.21766,Private room,2,1,1,$46.00,3,100,Dun Laoghaire-rathdown County Council
39795835,Patricia,53.2689,-6.22654,Private room,2,1,1,$55.00,1,100,Dun Laoghaire-rathdown County Council
33578352,Gerry,53.01556,-9.37308,Entire home/apt,6,3,0,$172.00,1,100,Clare County Council
13243054,Shona,53.25098,-6.20516,Private room,2,1,1,$50.00,3,100,Dun Laoghaire-rathdown County Council
32287368,A,53.26883,-6.20544,Entire home/apt,2,1,1,$60.00,13,89,Dun Laoghaire-rathdown County Council
21695752,Orla,53.27172,-6.23779,Entire home/apt,4,3,3,$145.00,1,,Dun Laoghaire-rathdown County Council
12247440,Tracey,53.12171,-9.27963,Entire home/apt,3,1,3,$71.00,141,100,Clare County Council
23958167,Fiona,53.29878,-6.20467,Entire home/apt,4,2,3,$166.00,41,98,Dun Laoghaire-rathdown County Council
36174167,Gleesons Townhouse,53.30588,-6.19838,Private room,2,1,1,$132.00,0,,Dun Laoghaire-rathdown County Council
15988134,Richard,51.52237,-9.1639,Entire home/apt,7,4,4,$250.00,4,93,Cork County Council
11689498,Ralf&Áine,53.09182,-9.30943,Entire home/apt,2,,1,$60.00,224,98,Clare County Council
10883019,Liam,51.49679,-9.31776,Entire home/apt,3,1,1,$83.00,64,98,Cork County Council
21320158,Thomas  And Jane,51.52128,-9.18982,Entire home/apt,4,3,2,$110.00,20,96,Cork County Council
10963247,Lucinda,53.29058,-6.19666,Entire home/apt,3,1,1,$125.00,48,84,Dun Laoghaire-rathdown County Council
253455,Mary,52.95768,-9.41941,Private room,2,1,1,$80.00,86,96,Clare County Council
34247304,Gerard,52.92929,-9.34471,Entire home/apt,5,3,4,$130.00,10,96,Clare County Council
26655077,Sarah,53.27743,-6.1774,Entire home/apt,6,3,3,$150.00,11,92,Dun Laoghaire-rathdown County Council
40320959,Ruth,53.28682,-6.18647,Entire home/apt,5,3,3,$80.00,1,100,Dun Laoghaire-rathdown County Council
44256431,Niall And Gavin,53.26416,-6.15126,Entire home/apt,6,5,5,$175.00,0,,Dun Laoghaire-rathdown County Council
36421220,Josh,53.28322,-6.15843,Private room,1,1,1,$32.00,35,94,Dun Laoghaire-rathdown County Council
37600529,Niamh,53.28816,-6.14152,Entire home/apt,2,1,1,$150.00,7,97,Dun Laoghaire-rathdown County Council
44192927,Florrie,51.45047,-9.47417,Entire home/apt,14,5,16,$100.00,2,100,Cork County Council
4214009,Maura,51.62243,-8.88935,Private room,1,1,1,$34.00,94,94,Cork County Council
33699328,Rosemary,51.6075,-8.90406,Private room,2,1,1,$65.00,24,98,Cork County Council
43237461,Bellavista Hotel,51.85262,-8.29746,Entire home/apt,2,1,1,$104.00,0,,Cork County Council
15162328,Mary,52.01087,-8.34444,Private room,2,,0,$30.00,96,88,Cork County Council
986659,Bellavista Hotel,51.85163,-8.29665,Entire home/apt,4,2,3,$135.00,48,96,Cork County Council
44071057,Thomas,52.92339,-9.34763,Entire home/apt,6,3,4,$120.00,4,85,Clare County Council
34301175,Karen,52.9929,-9.40277,Private room,2,1,1,$52.00,95,99,Clare County Council
2026101,Deirdre,51.84824,-8.31166,Private room,2,1,2,$117.00,7,97,Cork County Council
25393765,Ray,53.27907,-6.12729,Entire home/apt,6,4,4,$395.00,24,99,Dun Laoghaire-rathdown County Council
32247358,Emer & Paul,52.98183,-9.41837,Entire home/apt,4,1,2,$100.00,113,100,Clare County Council
7004047,Niamh,53.28698,-6.12448,Entire home/apt,2,1,1,$150.00,52,95,Dun Laoghaire-rathdown County Council
33333040,Mary,51.84995,-8.29771,Private room,4,2,2,$200.00,2,100,Cork County Council
37531018,Fergus,52.97579,-9.33737,Entire home/apt,2,1,3,$68.00,8,100,Clare County Council
6369251,Mark,51.84425,-9.15882,Private room,5,1,3,$50.00,181,92,Cork County Council
18318428,Tom & Deirdre,51.89362,-8.95883,Entire home/apt,2,,1,$79.00,134,100,Cork County Council
27577436,Aidan,51.90735,-8.7865,Entire home/apt,4,2,3,$80.00,16,95,Cork County Council
44681098,Deirdre,52.83979,-9.43142,Private room,2,1,1,$63.00,3,100,Clare County Council
35462998,Luke,52.96423,-9.08131,Private room,2,1,1,$33.00,16,94,Clare County Council
26859565,Gobnait,51.92541,-9.22688,Entire home/apt,4,2,2,$120.00,6,100,Cork County Council
2471794,Dorothy,53.2858,-6.13467,Private room,2,1,2,$85.00,56,99,Dun Laoghaire-rathdown County Council
43958830,Fred,53.29105,-6.13084,Entire home/apt,6,3,3,$250.00,0,,Dun Laoghaire-rathdown County Council
32159946,Gerry,52.92788,-9.34523,Entire home/apt,5,3,4,$108.00,1,20,Clare County Council
7945885,James,52.93416,-9.33355,Entire home/apt,8,4,6,$99.00,6,95,Clare County Council
39354999,Aisling,52.13923,-8.73547,Entire home/apt,16,10,12,"$2,786.00",0,,Cork County Council
27616570,Fiona,52.96186,-9.29193,Private room,2,1,1,$45.00,20,96,Clare County Council
44201241,Niall,52.13728,-8.58439,Entire home/apt,6,3,3,$79.00,9,98,Cork County Council
36958538,Emer,52.92886,-9.27457,Entire home/apt,6,3,5,$110.00,17,88,Clare County Council
2385640,Gareth,53.28973,-6.1284,Entire home/apt,10,5,6,$179.00,1,,Dun Laoghaire-rathdown County Council
13432622,Julie,53.28509,-6.12233,Entire home/apt,2,1,1,$106.00,8,98,Dun Laoghaire-rathdown County Council
24257446,Laurence,53.294,-6.13929,Entire home/apt,2,,0,$100.00,0,,Dun Laoghaire-rathdown County Council
44192809,Deirdre And Niall,53.01327,-9.38084,Private room,4,1,3,$150.00,6,97,Clare County Council
33937958,Henry,53.00684,-9.35234,Entire home/apt,7,3,5,$120.00,16,91,Clare County Council
27578650,Angela,52.01344,-8.6061,Private room,2,1,1,$55.00,27,99,Cork County Council
3577726,Gabi,52.98726,-9.35456,Private room,2,1,2,$60.00,178,97,Clare County Council
38989798,Paulus,52.23002,-8.6687,Entire home/apt,2,,2,$45.00,31,100,Cork County Council
14319045,Cathy,53.32905,-8.96381,Entire home/apt,4,2,2,$100.00,166,100,Galway County Council
39240509,Gerry,52.70055,-8.81524,Entire home/apt,6,3,0,$97.00,0,,Clare County Council
38641780,Greg,52.76346,-8.90249,Private room,2,1,1,$45.00,4,100,Clare County Council
7272473,Aline,53.35157,-8.94906,Private room,2,1,1,$28.00,77,91,Galway County Council
29848544,Annemarie,51.99152,-8.56157,Entire home/apt,10,5,6,$100.00,1,100,Cork County Council
37932313,Claire,51.78636,-8.61261,Private room,2,1,1,$32.00,36,97,Cork County Council
43811308,Shane,51.76354,-8.65694,Private room,6,3,0,$285.00,3,93,Cork County Council
32416736,Liam,51.70622,-8.52349,Private room,2,1,1,$90.00,23,85,Cork County Council
14466829,Breda & Tommy,52.72823,-8.85587,Private room,2,1,1,$70.00,24,95,Clare County Council
12997299,Joanne,51.70976,-8.53742,Private room,4,1,3,$60.00,151,89,Cork County Council
19531084,Agnes,53.27241,-8.89849,Private room,3,1,2,$69.00,8,90,Galway County Council
36099739,Sleepzone,53.35668,-8.85429,Hotel room,4,1,4,$62.00,2,80,Galway County Council
9862741,Paul And Caroline,53.29919,-8.74675,Entire home/apt,4,2,2,$86.00,303,97,Galway County Council
42755023,Fiona,51.68173,-8.58744,Entire home/apt,6,3,4,$120.00,12,100,Cork County Council
36950,Dolores,52.7029,-8.81637,Private room,16,1,1,$70.00,343,96,Clare County Council
42308304,Frances,51.70487,-8.52288,Entire home/apt,2,1,1,$155.00,15,95,Cork County Council
22739573,Elaine,53.30032,-8.73107,Entire home/apt,8,2,4,$301.00,32,99,Galway County Council
21306925,Rita,52.74145,-8.78472,Private room,2,1,1,$35.00,92,99,Clare County Council
3785147,Ray,53.30408,-8.74557,Entire home/apt,10,,3,$750.00,2,90,Galway County Council
3156132,Ray,53.30507,-8.74489,Entire home/apt,15,9,0,"$1,499.00",7,91,Galway County Council
5603982,Maria,51.59189,-8.75394,Entire home/apt,6,3,6,$114.00,164,97,Cork County Council
24242493,Julie,51.70241,-8.52128,Private room,2,1,3,$90.00,2,90,Cork County Council
28659819,Gillian,52.71738,-8.92999,Private room,4,1,3,$135.00,2,100,Clare County Council
15081243,Jean,51.70563,-8.52443,Entire home/apt,4,1,3,$125.00,45,95,Cork County Council
39410445,Alex,51.7077,-8.51543,Private room,4,1,3,$50.00,10,92,Cork County Council
18235732,Sean,52.69268,-8.72931,Private room,2,1,1,$50.00,21,92,Clare County Council
20736189,Rebecca,52.7121,-8.86026,Private room,2,1,1,$46.00,41,96,Clare County Council
39648283,Liz,53.29622,-8.69762,Private room,2,1,2,$45.00,0,,Galway County Council
34115557,Dee,53.38528,-9.00308,Private room,4,1,4,$50.00,38,98,Galway County Council
35933788,Gerry,52.69941,-8.81168,Entire home/apt,6,3,0,$97.00,0,,Clare County Council
5248066,Catherine & Sean,52.7127,-8.86617,Private room,3,1,1,$75.00,23,96,Clare County Council
22747980,Paul,53.26695,-8.92606,Entire home/apt,4,2,2,$120.00,15,97,Galway County Council
4277637,Gerard,51.63749,-10.04995,Entire home/apt,4,2,2,$110.00,8,100,Cork County Council
36625384,Sarah & David,51.73366,-9.30301,Entire home/apt,16,7,13,$347.00,14,97,Cork County Council
26460868,Lahja,52.7334,-8.52495,Entire home/apt,2,,1,$24.00,46,99,Clare County Council
25485853,Liam,51.50408,-9.73249,Entire home/apt,8,4,4,$50.00,7,93,Cork County Council
6209518,Liadain,53.13969,-8.9311,Entire home/apt,2,,2,$75.00,148,99,Galway County Council
2945432,Lorraine,52.85677,-8.98332,Entire home/apt,4,2,2,$140.00,14,97,Clare County Council
13105956,Bonnie & Rupert,51.69055,-9.96717,Entire home/apt,8,4,4,$120.00,72,98,Cork County Council
43611987,Patricia,52.86752,-8.97801,Private room,4,1,2,$41.00,9,100,Clare County Council
11818670,Judy,53.13935,-8.93809,Entire home/apt,4,2,2,$68.00,56,97,Galway County Council
216399,Debbie,53.23714,-8.74983,Private room,2,1,1,$50.00,66,98,Galway County Council
28452657,Maria,52.82065,-8.88102,Private room,2,1,1,$45.00,1,,Clare County Council
19371506,Joe & Mary,53.17004,-8.90935,Private room,2,1,1,$45.00,191,99,Galway County Council
23233471,Cathy,51.67818,-9.97428,Entire home/apt,9,4,6,$65.00,17,100,Cork County Council
23076251,Nicola Anne,51.48109,-9.71924,Entire home/apt,6,3,4,$189.00,10,92,Cork County Council
33110563,Corina,52.85336,-8.96699,Entire home/apt,2,1,2,$65.00,28,99,Clare County Council
21109468,Norma,51.68984,-9.95056,Entire home/apt,5,3,3,$100.00,12,91,Cork County Council
44063082,Meadbh,53.13971,-8.94109,Entire home/apt,4,2,2,$95.00,2,100,Galway County Council
20267154,Esther,53.17231,-8.81337,Entire home/apt,2,1,1,$58.00,49,98,Galway County Council
20787432,Kieran,52.8652,-8.98365,Private room,2,1,1,$56.00,43,99,Clare County Council
6512612,Stephanie,52.8372,-8.96154,Entire home/apt,4,2,2,$81.00,87,97,Clare County Council
7500033,Karen,53.2257,-8.98061,Entire home/apt,5,3,3,$159.00,50,99,Galway County Council
21239756,Audrey,51.74191,-9.62282,Entire home/apt,3,1,2,$30.00,83,99,Cork County Council
25808491,Mary,51.74152,-9.55268,Entire home/apt,2,1,1,$60.00,50,99,Cork County Council
34709505,Alan,52.87014,-9.08095,Entire home/apt,8,4,5,$80.00,0,,Clare County Council
42245012,Yvonne,55.16127,-7.11466,Entire home/apt,8,4,5,$260.00,3,100,Donegal County Council
17825076,Joe And Avril,51.73926,-9.55452,Entire home/apt,6,3,4,$175.00,65,98,Cork County Council
34662104,Betty,51.623,-9.52118,Private room,2,1,1,$52.00,9,98,Cork County Council
20433579,Mary,52.99236,-8.82516,Private room,2,1,1,$48.00,8,98,Galway County Council
27774898,Tom,53.17164,-8.64803,Private room,2,1,1,$55.00,1,100,Galway County Council
34139160,Elaine,55.20482,-6.99335,Entire home/apt,5,3,4,$107.00,2,100,Donegal County Council
26288047,Heidi,53.05549,-8.81763,Private room,2,1,2,$25.00,7,89,Galway County Council
12417777,Clare,51.66424,-9.49495,Entire home/apt,7,4,4,$160.00,86,97,Cork County Council
15068568,Philomena,55.18917,-7.06213,Entire home/apt,7,3,4,$50.00,8,94,Donegal County Council
13098608,Ruth,51.66173,-9.32482,Entire home/apt,5,2,3,$45.00,62,98,Cork County Council
541056,Rory,53.24159,-8.96238,Entire home/apt,4,2,3,$83.00,115,94,Galway County Council
19149533,Dermot,55.20992,-6.98656,Entire home/apt,5,3,5,$107.00,17,95,Donegal County Council
35995878,Cathy,53.24552,-8.86369,Entire home/apt,7,4,5,$123.00,44,100,Galway County Council
44593400,Michelle,53.24179,-8.74632,Entire home/apt,2,1,1,$90.00,0,,Galway County Council
22500813,Tony,51.71803,-9.9751,Entire home/apt,2,1,0,$45.00,239,98,Cork County Council
40817042,"Cottages,Com",51.60913,-9.69412,Entire home/apt,8,4,4,$110.00,0,,Cork County Council
41876423,Sinead,55.28688,-7.16306,Entire home/apt,12,4,11,$200.00,4,100,Donegal County Council
32883933,Brigitte,51.51961,-9.73825,Entire home/apt,5,2,2,$70.00,26,98,Cork County Council
2152590,Laraine,51.67037,-9.80685,Entire home/apt,4,2,3,$75.00,324,99,Cork County Council
45617836,Catherine,53.20607,-8.88342,Private room,2,1,1,$150.00,0,,Galway County Council
11454349,Laura,53.19883,-8.91648,Entire home/apt,3,,2,$55.00,165,97,Galway County Council
26931719,Michael,53.21079,-8.84315,Private room,2,1,1,$49.00,30,100,Galway County Council
6173931,Joyce,55.26792,-7.06987,Private room,4,,3,$80.00,2,100,Donegal County Council
24888405,Marie,51.67245,-9.20974,Entire home/apt,8,4,4,$45.00,23,97,Cork County Council
26795299,Geraldine,55.28266,-7.37354,Entire home/apt,5,2,3,$90.00,33,99,Donegal County Council
14645144,Cathy And Liam,53.06655,-8.81871,Entire home/apt,4,2,2,$60.00,119,98,Galway County Council
24540337,Anne,55.25225,-7.51025,Entire home/apt,6,3,4,$85.00,12,98,Donegal County Council
32352785,Paula,53.05682,-8.88435,Entire home/apt,3,1,2,$50.00,29,99,Galway County Council
34732377,Kevin,53.22331,-8.88297,Private room,5,2,4,$68.00,28,99,Galway County Council
26384130,Kloe & Adam,51.77795,-9.56784,Entire home/apt,6,4,4,$276.00,23,100,Cork County Council
38283668,Carin,51.67934,-9.45049,Entire home/apt,12,3,10,$350.00,3,93,Cork County Council
35632764,Bobby,55.2751,-7.34799,Entire home/apt,8,4,5,$124.00,29,100,Donegal County Council
2971634,Kieran,53.06619,-9.52989,Private room,2,1,1,$72.00,134,95,Galway County Council
21409293,Mary,55.36099,-7.33278,Entire home/apt,11,5,6,$119.00,78,98,Donegal County Council
14101798,OTwalks,53.23468,-9.46272,Private room,6,2,6,$42.00,10,92,Galway County Council
15796465,Martin,53.08645,-9.57323,Private room,4,1,3,$49.00,39,89,Galway County Council
41794568,Jason,53.2438,-9.4615,Private room,4,1,2,$100.00,1,80,Galway County Council
17551598,Jacqueline,51.56149,-9.47517,Entire home/apt,2,1,1,$45.00,120,97,Cork County Council
21820797,Antje,51.74865,-9.58027,Entire home/apt,2,1,1,$47.00,59,99,Cork County Council
200957,Allaye,54.78595,-8.25334,Entire home/apt,5,2,3,$56.00,371,96,Donegal County Council
24131417,Rudy,55.01441,-8.39749,Private room,5,2,4,$30.00,172,99,Donegal County Council
24613209,Helen,51.60043,-9.63183,Entire home/apt,8,4,4,$130.00,58,98,Cork County Council
29625609,Trina,51.50338,-9.62532,Private room,1,1,1,$35.00,11,100,Cork County Council
88626,Sheila,51.60786,-9.64982,Entire home/apt,4,2,3,$90.00,327,95,Cork County Council
17711584,Noelle,53.34409,-9.16169,Private room,2,1,1,$23.00,64,96,Galway County Council
26098321,Teac Campbell,55.07151,-8.29885,Private room,4,1,2,$60.00,10,100,Donegal County Council
31586813,Noel,54.86684,-8.11929,Private room,4,1,3,$32.00,5,96,Donegal County Council
2987159,Gerry,53.33739,-9.17786,Private room,4,2,2,$40.00,116,95,Galway County Council
8188498,Michael,55.09476,-8.10834,Private room,4,1,3,$29.00,112,98,Donegal County Council
17734483,Mona,51.53985,-9.66767,Entire home/apt,8,4,5,$90.00,15,99,Cork County Council
20212747,Kathleen,55.12548,-8.07512,Private room,2,1,1,$45.00,46,97,Donegal County Council
44146822,Claire,51.69419,-9.44133,Private room,2,1,1,$65.00,19,99,Cork County Council
40551818,Irene,51.62867,-10.05005,Entire home/apt,3,1,2,$90.00,10,98,Cork County Council
20404851,Tracy,53.26333,-9.16493,Entire home/apt,2,1,2,$70.00,173,99,Galway County Council
32103353,Mary,55.13666,-8.10265,Entire home/apt,2,1,1,$69.00,10,98,Donegal County Council
44953400,Michelle,55.02206,-8.32076,Entire home/apt,5,3,3,$80.00,0,,Donegal County Council
39631615,Ronan,53.25502,-9.29045,Entire home/apt,10,5,5,$600.00,7,100,Galway County Council
28574387,John,51.52695,-9.54593,Entire home/apt,6,3,4,$90.00,18,98,Cork County Council
36165503,Jean,51.52682,-9.54846,Private room,2,1,1,$81.00,33,90,Cork County Council
38572378,W8,54.3052,-8.1754,Entire home/apt,6,3,4,$104.00,5,96,Leitrim County Council
38383794,Seamus And Fiona,55.08042,-8.12136,Entire home/apt,5,2,3,$86.00,11,100,Donegal County Council
45135298,Jesse,54.16665,-8.06205,Entire home/apt,6,1,4,$110.00,0,,Leitrim County Council
2558589,Jim,54.28409,-7.98342,Entire home/apt,4,2,3,$80.00,2,100,Leitrim County Council
34201580,Imagine,54.17204,-8.14805,Entire home/apt,4,2,3,$87.00,0,,Leitrim County Council
34748047,Kathleen,54.30517,-8.17807,Entire home/apt,5,3,4,$75.00,6,90,Leitrim County Council
24179679,Lorna,53.25528,-9.15205,Private room,2,1,0,$60.00,11,96,Galway County Council
33106773,Gillian,55.17839,-7.93909,Entire home/apt,6,3,6,$128.00,18,99,Donegal County Council
42585031,Joan,53.25144,-9.14923,Entire home/apt,5,3,4,$134.00,15,99,Galway County Council
44157308,Fiona,54.30487,-8.18153,Entire home/apt,8,4,5,$160.00,4,100,Leitrim County Council
20451890,Brendan,54.7743,-8.48273,Entire home/apt,6,3,4,$158.00,7,100,Donegal County Council
18944750,Gretta,52.72512,-7.5095,Entire home/apt,6,2,0,$120.00,26,97,Kilkenny County Council
8100462,Frances,52.71494,-7.37221,Entire home/apt,6,2,3,$85.00,94,98,Kilkenny County Council
1353385,Stuart,53.24063,-9.61608,Entire home/apt,6,3,4,$120.00,104,94,Galway County Council
29318901,Sandra,54.86554,-8.2801,Entire home/apt,2,1,1,$75.00,99,100,Donegal County Council
19734558,Mairead,53.28953,-9.67341,Entire home/apt,12,5,9,$130.00,35,92,Galway County Council
13746123,Sheila,52.74689,-7.42428,Entire home/apt,4,1,3,$58.00,201,99,Kilkenny County Council
26400449,Oliver,52.71941,-7.47885,Entire home/apt,5,2,3,$80.00,18,93,Kilkenny County Council
37666180,"Cottages,Com",54.84157,-8.47965,Entire home/apt,4,3,3,$166.00,0,,Donegal County Council
19874016,Una,53.31425,-9.63898,Private room,4,1,3,$90.00,34,95,Galway County Council
33004646,Michael,54.95286,-8.36049,Private room,5,2,3,$120.00,4,100,Donegal County Council
19542297,Ellen,52.73514,-7.29936,Entire home/apt,4,2,4,$80.00,174,98,Kilkenny County Council
14798491,Mary,52.47661,-7.44877,Private room,4,2,2,$29.00,1,100,Kilkenny County Council
15354318,Aine,54.98057,-8.41931,Private room,6,1,4,$80.00,2,100,Donegal County Council
44145899,Sandra,54.86554,-8.2801,Entire home/apt,4,2,2,$75.00,17,99,Donegal County Council
25669342,Wayne,53.48672,-8.46604,Entire home/apt,9,4,4,$160.00,68,94,Galway County Council
41310508,Caroline,54.82519,-8.42585,Entire home/apt,6,2,3,$75.00,5,100,Donegal County Council
28010023,Marian,53.33239,-8.23333,Private room,2,1,1,$35.00,27,99,Galway County Council
28001612,Marian,53.33149,-8.23441,Private room,2,1,1,$38.00,15,99,Galway County Council
1071218,Angela,53.32992,-8.22739,Private room,2,1,2,$45.00,2,100,Galway County Council
32638818,Lorraine,52.52729,-7.13405,Entire home/apt,2,1,2,$120.00,5,88,Kilkenny County Council
2889578,Carmel,52.61925,-7.26681,Private room,4,2,3,$40.00,446,98,Kilkenny County Council
41222986,Maureen,54.87716,-8.36193,Entire home/apt,5,3,4,$60.00,2,100,Donegal County Council
33240385,Fiona,52.59582,-7.03127,Private room,2,1,1,$60.00,22,97,Kilkenny County Council
18122189,G,53.41208,-8.2431,Private room,2,1,1,$406.00,0,,Galway County Council
29047536,Fiona,54.76237,-8.41159,Entire home/apt,6,3,4,$60.00,44,95,Donegal County Council
20044526,Michelle,53.49053,-8.57071,Private room,2,1,1,$29.00,12,97,Galway County Council
17442286,Ann,55.0648,-8.31837,Private room,5,2,4,$48.00,53,98,Donegal County Council
5326003,Julie,52.58274,-7.31356,Entire home/apt,4,2,3,$141.00,352,99,Kilkenny County Council
44305395,Noreen,54.94782,-8.35143,Entire home/apt,4,2,,$98.00,11,100,Donegal County Council
34757647,Sharon,52.54583,-7.38834,Entire home/apt,7,4,4,$177.00,0,,Kilkenny County Council
42875809,John,53.51949,-8.85856,Private room,4,2,2,$30.00,1,20,Galway County Council
28628930,Olivia,54.95908,-7.69052,Entire home/apt,2,1,2,$70.00,42,93,Donegal County Council
47089348,Catriona And Desi,54.96196,-7.70523,Entire home/apt,4,2,2,$99.00,1,100,Donegal County Council
35344581,Caroline,53.45417,-8.87887,Private room,2,1,1,$35.00,3,100,Galway County Council
39713830,Sinead,52.47462,-7.12703,Entire home/apt,10,4,4,"$1,000.00",0,,Kilkenny County Council
6833715,Garry,54.95972,-7.68541,Entire home/apt,6,3,7,$99.00,159,97,Donegal County Council
39250692,Denis,54.98825,-7.87006,Entire home/apt,10,3,6,$160.00,12,100,Donegal County Council
8614427,Patricia,52.47421,-6.98109,Entire home/apt,2,1,1,$120.00,0,,Kilkenny County Council
26178088,Ade,52.39686,-7.37703,Entire home/apt,4,,2,$50.00,52,94,Kilkenny County Council
29125006,Deirdre,53.4377,-8.74853,Private room,2,1,1,$60.00,1,20,Galway County Council
24101817,Eileen,53.39012,-9.62885,Private room,2,1,1,$52.00,2,60,Galway County Council
21865077,Joseph,54.97474,-7.92133,Entire home/apt,6,2,3,$100.00,76,99,Donegal County Council
37897232,Lisa,54.95154,-7.73749,Entire home/apt,4,2,3,$126.00,9,96,Donegal County Council
33731047,Love Connemara Cottages,53.59486,-9.98033,Entire home/apt,9,4,6,$138.00,1,80,Galway County Council
16623166,Diego,53.59652,-9.97558,Entire home/apt,2,1,1,$73.00,33,98,Galway County Council
3156816,Kathleen,52.2812,-7.16215,Private room,2,1,1,$75.00,50,87,Kilkenny County Council
13577022,Mary,55.18384,-7.62283,Entire home/apt,7,3,5,$90.00,8,100,Donegal County Council
26496653,Emma,52.29579,-7.0304,Entire home/apt,4,1,2,$70.00,49,96,Kilkenny County Council
27794122,Brian,55.099,-7.53813,Entire home/apt,8,3,6,$129.00,2,100,Donegal County Council
34058221,Finn,52.27926,-7.14522,Entire home/apt,4,2,3,$69.00,91,99,Kilkenny County Council
14545380,Eamonn,55.13284,-7.5865,Entire home/apt,9,4,6,$134.00,16,97,Donegal County Council
37677983,Paul,52.35149,-7.33622,Entire home/apt,5,3,3,$61.00,15,100,Kilkenny County Council
44659898,Kedar,55.11568,-7.81173,Entire home/apt,4,2,3,$85.00,17,98,Donegal County Council
